0	2896.02
1	2896.96
2	2894.30
3	2881.73
4	2881.36
5	2881.01
6	2877.27
7	2870.53
8	2870.72
9	2867.99
10	2869.30
11	2862.96
12	2857.50
13	2854.28
14	2856.02
15	2851.38
16	2846.14
17	2843.84
18	2844.58
19	2839.98
20	2833.06
21	2834.97
22	2831.12
23	2825.86
24	2825.37
25	2823.10
26	2819.90
27	2815.77
28	2815.05
29	2813.13
30	2807.03
31	2805.97
32	2803.31
33	2798.13
34	2795.11
35	2797.13
36	2793.23
37	2788.20
38	2785.36
39	2783.96
40	2785.41
41	2776.53
42	2774.54
43	2769.77
44	2770.04
45	2765.65
46	2763.96
47	2759.79
48	2758.94
49	2756.08
50	2750.74
51	2747.75
52	2749.81
53	2742.45
54	2741.03
55	2737.12
56	2735.84
57	2737.22
58	2729.94
59	2729.01
60	2723.30
61	2722.19
62	2719.50
63	2714.10
64	2711.23
